Ticket,Open,Type,Volume,Symbol,Price,SL,TP,Close,Price,Swap,Commissions,Profit,Pips,"Trade duration in seconds"
93591325,"2025-02-03 20:49:44",sell,0.51,BTCUSD,101615.70961000,103507.09,98171.37000000,"2025-02-03 21:27:23",101783.23000000,0,0,-68.87000000,-167.52,2259
93589508,"2025-02-03 19:52:38",sell,0.31,BTCUSD,100263.16677000,101754.77,95959.35000000,"2025-02-03 20:54:51",101759.33000000,0,0,-374.04000000,-1496.16,3733
93579544,"2025-02-03 16:44:24",buy,5,ETHUSD,2713.94000000,2673.94,0.00000000,"2025-02-03 18:36:09",2672.84000000,0,0,-165.68000000,-41.10,6705
93578863,"2025-02-03 17:53:07",sell,1,US30.cash,44497.66000000,44497.9,0.00000000,"2025-02-03 18:26:05",44500.24000000,0,0,-2.08000000,-2.58,1978
93578559,"2025-02-03 17:50:16",sell,0.31,BTCUSD,98528.07000000,98733.2,0.00000000,"2025-02-03 18:23:01",98736.13000000,0,0,-52.03000000,-208.06,1965
93577545,"2025-02-03 16:46:06",sell,0.21,BTCUSD,98742.07000000,99742.07,94613.91000000,"2025-02-03 18:06:29",98370.53000000,0,0,62.93000000,371.54,4823
93577430,"2025-02-03 17:54:10",sell,3,US100.cash,21324.85000000,21324.03,0.00000000,"2025-02-03 18:05:19",21274.35000000,0,0,122.21000000,50.50,669
93577414,"2025-02-03 16:44:45",sell,3.1,US100.cash,21320.55000000,21351.53,21096.78000000,"2025-02-03 18:05:06",21273.75000000,0,0,117.02000000,46.80,4821
93577379,"2025-02-03 17:53:07",sell,2,US30.cash,44497.66000000,44497.9,0.00000000,"2025-02-03 18:04:46",44380.74000000,0,0,188.61000000,116.92,699
93576739,"2025-02-03 16:43:37",sell,3.1,US30.cash,44422.33742000,44522.44,44095.11000000,"2025-02-03 17:59:13",44405.74000000,0,0,41.53000000,16.60,4536
93573062,"2025-02-03 16:46:06",sell,0.1,BTCUSD,98742.07000000,99742.07,94613.91000000,"2025-02-03 17:23:49",98672.93000000,0,0,5.56000000,69.14,2263
93568666,"2025-02-03 16:46:55",buy,0.31,BTCUSD,99019.03000000,98519.03,0.00000000,"2025-02-03 16:53:27",98969.17000000,0,0,-12.45000000,-49.86,392
93566802,"2025-02-03 15:46:10",sell,0.21,BTCUSD,95924.29000000,98905.35,0.00000000,"2025-02-03 16:43:39",98911.63000000,0,0,-504.78000000,-2987.34,3449
93566220,"2025-02-03 16:25:10",sell,0.31,BTCUSD,98016.87000000,99516.87,0.00000000,"2025-02-03 16:42:07",98461.33000000,0,0,-111.01000000,-444.46,1017
93565084,"2025-02-03 15:52:14",buy,5,US100.cash,21055.85000000,21042.2,0.00000000,"2025-02-03 16:37:07",21244.85000000,0,0,761.03000000,189.00,2693
93564902,"2025-02-03 15:52:14",buy,2.1,US100.cash,21107.18333000,21042.2,0.00000000,"2025-02-03 16:36:34",21253.35000000,0,0,247.35000000,146.17,2660
93564552,"2025-02-03 15:56:06",buy,7.2,US30.cash,43896.87333000,43907.12,0.00000000,"2025-02-03 16:35:11",44315.16000000,0,0,2427.31000000,418.29,2345
93563748,"2025-02-03 15:52:14",buy,3.1,US100.cash,21109.75000000,21042.2,0.00000000,"2025-02-03 16:31:59",21228.15000000,0,0,295.93000000,118.40,2385
93562887,"2025-02-03 15:56:06",buy,3,US30.cash,43902.54000000,43907.12,0.00000000,"2025-02-03 16:29:27",44304.96000000,0,0,974.13000000,402.42,2001
93553832,"2025-02-03 15:59:39",buy,10,US100.cash,21107.85000000,21044.16,0.00000000,"2025-02-03 16:02:30",21044.15000000,0,0,-516.19000000,-63.70,171
93550704,"2025-02-03 15:40:01",sell,3,US100.cash,21186.05000000,21182.82,20880.24000000,"2025-02-03 15:51:50",21117.15000000,0,0,167.34000000,68.90,709
93547559,"2025-02-03 15:07:15",buy,0.21,BTCUSD,94351.03000000,93851.03,0.00000000,"2025-02-03 15:40:22",96080.93000000,0,0,294.07000000,1729.90,1987
93540281,"2025-02-03 14:17:18",sell,3.1,US30.cash,43987.16000000,44052.36,0.00000000,"2025-02-03 14:59:14",43928.84000000,0,0,146.19000000,58.32,2516
93539474,"2025-02-03 14:04:26",sell,3.1,US30.cash,43923.66000000,44050.22,43820.32000000,"2025-02-03 14:46:09",43940.84000000,0,0,-43.10000000,-17.18,2503
93538374,"2025-02-03 11:59:34",sell,0.31,BTCUSD,94540.54097000,96657.13,89602.30000000,"2025-02-03 14:32:10",94600.53000000,0,0,-15.05000000,-59.99,9156
93538285,"2025-02-03 12:16:17",sell,5.1,US30.cash,43967.30706000,44075.86,43450.52000000,"2025-02-03 14:31:12",43988.34000000,0,0,-86.77000000,-21.03,8095
93538062,"2025-02-03 14:20:20",buy,0.31,BTCUSD,94861.83000000,94434.93,95816.05000000,"2025-02-03 14:27:46",94433.37000000,0,0,-107.43000000,-428.46,446
93536079,"2025-02-03 13:22:02",sell,3.1,ETHUSD,2621.93000000,2700.86,2112.43000000,"2025-02-03 14:07:15",2587.58000000,0,0,86.10000000,34.35,2713
93535931,"2025-02-03 11:16:43",sell,2,US100.cash,21140.45000000,21176.99,20913.97000000,"2025-02-03 14:06:20",21126.15000000,0,0,23.12000000,14.30,10177
93535844,"2025-02-03 11:59:34",sell,0.3,BTCUSD,95131.51667000,96667.37,89602.30000000,"2025-02-03 14:05:59",94955.83000000,0,0,42.61000000,175.69,7585
93534631,"2025-02-03 11:59:34",sell,0.2,BTCUSD,95298.48500000,96667.37,89602.30000000,"2025-02-03 14:00:21",94795.53000000,0,0,81.47000000,502.96,7247
93533933,"2025-02-03 11:16:43",sell,1,US100.cash,21140.45000000,21176.99,20913.97000000,"2025-02-03 13:53:57",21067.05000000,0,0,59.46000000,73.40,9434
93533099,"2025-02-03 13:41:18",buy,2,US30.cash,43896.34000000,43881.47,0.00000000,"2025-02-03 13:46:10",43880.66000000,0,0,-25.41000000,-15.68,292
93532256,"2025-02-03 11:16:43",sell,2,US100.cash,21140.45000000,21176.99,20913.97000000,"2025-02-03 13:38:17",21068.35000000,0,0,116.82000000,72.10,8494
93532114,"2025-02-03 12:16:17",sell,2,US30.cash,43997.66000000,44075.86,43450.52000000,"2025-02-03 13:37:33",43903.34000000,0,0,152.84000000,94.32,4876
93529830,"2025-02-03 11:59:34",sell,0.1,BTCUSD,95667.37000000,96667.37,89602.30000000,"2025-02-03 13:14:40",95255.93000000,0,0,33.39000000,411.44,4506
93529784,"2025-02-03 11:16:43",sell,5,US100.cash,21080.85000000,21176.99,20913.97000000,"2025-02-03 13:13:18",21085.35000000,0,0,-18.26000000,-4.50,6995
93529139,"2025-02-03 11:59:34",sell,0.2,BTCUSD,95667.37000000,96667.37,89602.30000000,"2025-02-03 12:59:38",95092.53000000,0,0,93.32000000,574.84,3604
93527949,"2025-02-03 12:40:04",buy,5,US100.cash,21108.15000000,21100.56,0.00000000,"2025-02-03 12:40:34",21100.35000000,0,0,-31.69000000,-7.80,30
93507454,"2025-02-03 04:19:58",sell,0.52,BTCUSD,94430.47000000,95008.26,89820.60000000,"2025-02-03 08:48:41",95014.83000000,0,0,-247.12000000,-584.36,16123
93502480,"2025-02-03 01:49:47",sell,1.5,BTCUSD,94738.54600000,98055.39,89898.52000000,"2025-02-03 06:48:10",93835.63000000,0,0,1103.40000000,902.92,17903
93502466,"2025-02-03 01:54:46",sell,10,US100.cash,20929.30000000,21057.98,20596.93000000,"2025-02-03 06:47:40",20922.95000000,0,0,51.74000000,6.35,17574
93502464,"2025-02-03 01:35:12",sell,15,US30.cash,43887.69333000,44104.69,43368.62000000,"2025-02-03 06:47:31",43875.44000000,0,0,149.75000000,12.25,18739
93501317,"2025-02-03 01:49:47",sell,0.5,BTCUSD,96512.97000000,98055.39,89898.52000000,"2025-02-03 05:52:12",93346.13000000,0,0,1292.17000000,3166.84,14545
93499839,"2025-02-03 01:35:12",sell,5,US30.cash,43996.86000000,44104.69,43368.62000000,"2025-02-03 05:00:42",43920.44000000,0,0,311.37000000,76.42,12330
93499004,"2025-02-03 01:54:46",sell,5,US100.cash,20981.39000000,21004.24,20596.93000000,"2025-02-03 04:25:34",20917.95000000,0,0,258.81000000,63.44,9048
93496698,"2025-02-03 01:54:46",sell,3,US100.cash,20988.35000000,21062.21,0.00000000,"2025-02-03 03:22:13",20937.45000000,0,0,124.34000000,50.90,5247
93496691,"2025-02-03 01:35:12",sell,5,US30.cash,44047.86000000,44311.2,43368.62000000,"2025-02-03 03:22:01",43957.44000000,0,0,368.14000000,90.42,6409
93496299,"2025-02-03 02:55:46",buy,0.31,BTCUSD,92016.83000000,88881.27,0.00000000,"2025-02-03 03:13:39",93857.46000000,0,0,464.89000000,1840.63,1073
93495994,"2025-02-03 03:07:33",buy,5,ETHUSD,2249.86000000,1987.55,0.00000000,"2025-02-03 03:09:07",2277.79000000,0,0,113.79000000,27.93,94
93489696,"2025-02-03 00:44:07",sell,5,US100.cash,20968.05000000,21218.6,0.00000000,"2025-02-03 01:35:43",21007.65000000,0,0,-161.07000000,-39.60,3096
93469722,"2025-02-02 13:06:43",buy,1,BTCUSD,99075.96000000,98575.96,0.00000000,"2025-02-02 13:31:39",98566.84000000,0,0,-410.90000000,-509.12,1496
93469387,"2025-02-02 11:16:45",buy,1,BTCUSD,99375.06000000,98375.06,0.00000000,"2025-02-02 12:58:37",98870.74000000,0,0,-407.02000000,-504.32,6112
93465204,"2025-02-01 23:15:35",buy,2,BTCUSD,101081.26000000,99533.31,103890.17000000,"2025-02-02 04:26:00",99532.84000000,0,0,-2499.37000000,-1548.42,18625
93465192,"2025-02-02 00:10:13",buy,30,ETHUSD,3122.81000000,3077.88,3260.23000000,"2025-02-02 04:25:40",3077.76000000,0,0,-1090.76000000,-45.05,15327
93465086,"2025-02-01 23:07:48",buy,1,BTCUSD,101377.26000000,99501.22,105442.42000000,"2025-02-02 04:16:10",99733.64000000,0,0,-1326.52000000,-1643.62,18502
93463339,"2025-02-01 23:07:29",buy,30,ETHUSD,3160.74000000,3120.74,0.00000000,"2025-02-02 00:08:41",3120.58000000,0,0,-972.36000000,-40.16,3672
93458370,"2025-01-31 23:56:09",buy,30,ETHUSD,3285.27000000,3249.5,3399.28000000,"2025-02-01 06:20:26",3294.97000000,0,0,234.86000000,9.70,23057
93458371,"2025-01-31 23:57:23",buy,1,BTCUSD,102124.26000000,101124.26,104604.90000000,"2025-02-01 06:20:26",102370.64000000,0,0,198.85000000,246.38,22983
93456372,"2025-01-31 20:02:53",buy,15,US30.cash,44554.67333000,44404.16,44910.21000000,"2025-01-31 22:37:22",44521.46000000,0,0,-401.93000000,-33.21,9269
93456371,"2025-01-31 20:01:21",buy,0.51,BTCUSD,102548.65353000,101273.83,0.00000000,"2025-01-31 22:37:22",101723.64000000,0,0,-339.45000000,-825.01,9361
93456373,"2025-01-31 20:09:14",buy,15,US100.cash,21553.78333000,21366.63,21798.45000000,"2025-01-31 22:37:22",21440.94000000,0,0,-1365.58000000,-112.84,8888
93452969,"2025-01-31 20:12:38",buy,15,ETHUSD,3325.43667000,3301.07,0.00000000,"2025-01-31 21:22:07",3301.03000000,0,0,-295.36000000,-24.41,4169
93449822,"2025-01-31 20:02:53",buy,5,US30.cash,44607.24000000,44435.74,44910.21000000,"2025-01-31 20:36:24",44652.16000000,0,0,181.17000000,44.92,2011
93448115,"2025-01-31 20:01:38",buy,3,US30.cash,44664.24000000,44525.35,0.00000000,"2025-01-31 20:08:17",44524.16000000,0,0,-339.14000000,-140.08,399
93447726,"2025-01-31 20:01:52",buy,5,US100.cash,21650.75000000,21583.95,0.00000000,"2025-01-31 20:06:20",21581.35000000,0,0,-280.07000000,-69.40,268
93447297,"2025-01-31 20:02:38",buy,10,US100.cash,21647.15000000,21627.15,0.00000000,"2025-01-31 20:03:01",21626.65000000,0,0,-165.42000000,-20.50,23
93447121,"2025-01-31 12:22:26",sell,5,ETHUSD,3329.73000000,3441.28,3090.52000000,"2025-01-31 20:01:03",3319.12000000,0,0,42.79000000,10.61,27517
93444881,"2025-01-31 12:22:26",sell,10,ETHUSD,3315.32000000,3441.28,3090.52000000,"2025-01-31 19:39:38",3323.16000000,0,0,-63.22000000,-7.84,26232
93442840,"2025-01-31 15:31:04",sell,10,US30.cash,44997.16000000,44834.27,44580.14000000,"2025-01-31 19:32:32",44708.24000000,0,0,2329.25000000,288.92,14488
93441536,"2025-01-31 15:43:14",sell,20,US30.cash,44915.91000000,44830.17,44645.99000000,"2025-01-31 19:27:12",44735.24000000,0,0,2910.61000000,180.67,13438
93420418,"2025-01-31 09:53:25",sell,28.8,US100.cash,21735.05833000,21816.58,20738.56000000,"2025-01-31 16:36:14",21816.65000000,0,0,-1892.83000000,-81.59,24169
93417699,"2025-01-31 12:35:43",sell,0.3,BTCUSD,104579.77000000,105009.21,0.00000000,"2025-01-31 16:23:23",105045.77000000,0,0,-112.72000000,-466.00,13660
93410310,"2025-01-31 02:47:58",sell,16.2,US100.cash,21693.63951000,21762.84,20979.24000000,"2025-01-31 16:00:47",21762.85000000,0,0,-904.78000000,-69.21,47569
93408286,"2025-01-31 15:45:22",sell,10,US100.cash,21697.05000000,21741.3,0.00000000,"2025-01-31 15:54:30",21742.35000000,0,0,-365.22000000,-45.30,548
93406501,"2025-01-31 14:54:49",buy,3,ETHUSD,3362.00000000,3315.72,0.00000000,"2025-01-31 15:47:08",3346.83000000,0,0,-36.70000000,-15.17,3139
93404138,"2025-01-31 15:31:51",sell,10,US30.cash,44946.66000000,44996.66,0.00000000,"2025-01-31 15:37:21",44996.74000000,0,0,-403.98000000,-50.08,330
93402548,"2025-01-31 15:10:51",buy,10,US100.cash,21646.75000000,21628.29,0.00000000,"2025-01-31 15:33:16",21701.45000000,0,0,441.54000000,54.70,1345
93401985,"2025-01-31 14:32:52",sell,10.3,US100.cash,21659.75000000,21710.3,21395.96000000,"2025-01-31 15:31:48",21711.65000000,0,0,-431.28000000,-51.90,3536
93401891,"2025-01-31 14:50:31",sell,5,US100.cash,21686.65000000,21705.26,21305.16000000,"2025-01-31 15:31:43",21705.85000000,0,0,-77.45000000,-19.20,2472
93401135,"2025-01-31 15:14:26",sell,5.4,US30.cash,44962.86000000,45032.86,0.00000000,"2025-01-31 15:30:04",45034.74000000,0,0,-313.10000000,-71.88,938
93401127,"2025-01-31 09:36:12",sell,7.1,US30.cash,45027.08254000,45026.46,43980.77000000,"2025-01-31 15:30:03",45032.24000000,0,0,-29.54000000,-5.16,21231
93401098,"2025-01-31 14:33:22",sell,5,US30.cash,45016.86000000,45018.66,0.00000000,"2025-01-31 15:30:02",45019.14000000,0,0,-9.20000000,-2.28,3400
93401091,"2025-01-31 14:53:19",sell,5,US30.cash,45010.86000000,45013.57,0.00000000,"2025-01-31 15:30:02",45019.14000000,0,0,-33.39000000,-8.28,2203
93399652,"2025-01-31 14:54:49",buy,5,ETHUSD,3355.72000000,3315.72,0.00000000,"2025-01-31 15:14:47",3356.06000000,0,0,1.37000000,0.34,1198
93393945,"2025-01-31 12:45:44",sell,10.3,US100.cash,21679.75000000,21719.75,21529.75000000,"2025-01-31 14:12:58",21668.45000000,0,0,93.65000000,11.30,5234
93393928,"2025-01-31 11:05:55",sell,3.2,US30.cash,45022.58188000,45092.66,0.00000000,"2025-01-31 14:12:47",45021.14000000,0,0,3.71000000,1.44,11212
93375324,"2025-01-31 02:13:06",sell,0.51,BTCUSD,104435.97392000,105694.17,0.00000000,"2025-01-31 09:46:10",104177.13000000,0,0,106.31000000,258.84,27184
93360935,"2025-01-31 00:15:06",sell,8.1,US100.cash,21585.00185000,21631.15,21340.05000000,"2025-01-31 02:45:34",21635.85000000,0,0,-331.61000000,-50.85,9028
93359288,"2025-01-31 01:20:21",sell,0.52,BTCUSD,104376.07000000,104809.48,101621.68000000,"2025-01-31 01:33:01",104821.53000000,0,0,-186.44000000,-445.46,760
93353889,"2025-01-30 18:51:27",sell,5,ETHUSD,3259.83000000,3297.48,3179.32000000,"2025-01-30 22:01:12",3232.97000000,0,0,107.96000000,26.86,11385
93353881,"2025-01-30 19:52:15",sell,0.31,BTCUSD,105306.57000000,105806.57,0.00000000,"2025-01-30 22:01:07",104929.36000000,0,0,94.01000000,377.21,7732
93348351,"2025-01-30 20:14:18",buy,10,US100.cash,21502.65000000,21534.27,0.00000000,"2025-01-30 21:30:46",21556.25000000,0,0,430.08000000,53.60,4588
93346522,"2025-01-30 17:55:40",sell,12,US30.cash,44912.11833000,44982.48,44629.25000000,"2025-01-30 20:56:24",44983.34000000,0,0,-685.94000000,-71.22,10844
93346145,"2025-01-30 19:21:01",sell,8.1,US100.cash,21447.62037000,21517.11,0.00000000,"2025-01-30 20:49:44",21517.15000000,0,0,-452.03000000,-69.53,5323
93345153,"2025-01-30 20:15:42",buy,5,US30.cash,44975.34000000,44943.75,0.00000000,"2025-01-30 20:30:10",44943.66000000,0,0,-127.18000000,-31.68,868
93344700,"2025-01-30 19:55:16",sell,10.2,US100.cash,21465.25000000,21510.42,0.00000000,"2025-01-30 20:18:14",21499.15000000,0,0,-277.60000000,-33.90,1378
93342590,"2025-01-30 19:40:47",buy,0.51,BTCUSD,105405.83000000,104905.83,0.00000000,"2025-01-30 19:44:29",105333.37000000,0,0,-29.68000000,-72.46,222
93342563,"2025-01-30 19:34:39",buy,5,US30.cash,44974.74000000,44920.14,0.00000000,"2025-01-30 19:43:58",44979.86000000,0,0,20.56000000,5.12,559
93341949,"2025-01-30 19:34:08",sell,3.2,US100.cash,21454.85000000,21470.2,0.00000000,"2025-01-30 19:38:13",21470.85000000,0,0,-41.12000000,-16.00,245
93340840,"2025-01-30 19:21:19",buy,5,US30.cash,44908.24000000,44857.84,0.00000000,"2025-01-30 19:29:30",44911.46000000,0,0,12.93000000,3.22,491
93338741,"2025-01-30 19:05:06",sell,5,US100.cash,21417.55000000,21444.72,0.00000000,"2025-01-30 19:08:34",21444.85000000,0,0,-109.69000000,-27.30,208
93338059,"2025-01-30 17:47:48",sell,0.52,BTCUSD,105660.57000000,106221.21,101939.01000000,"2025-01-30 18:59:47",105262.43000000,0,0,166.37000000,398.14,4319
93336455,"2025-01-30 18:12:40",sell,10,US100.cash,21455.35000000,21505.35,0.00000000,"2025-01-30 18:35:56",21409.25000000,0,0,370.42000000,46.10,1396
93336243,"2025-01-30 17:55:08",sell,10,US100.cash,21473.85000000,21513.85,0.00000000,"2025-01-30 18:33:31",21401.05000000,0,0,584.96000000,72.80,2303
93331345,"2025-01-30 17:46:26",sell,10,US100.cash,21427.35000000,21484.71,0.00000000,"2025-01-30 17:53:52",21485.15000000,0,0,-463.98000000,-57.80,446
93330238,"2025-01-30 16:00:26",sell,20,US100.cash,21452.20000000,21508.86,21029.48000000,"2025-01-30 17:43:53",21434.15000000,0,0,289.69000000,18.05,6207
93327455,"2025-01-30 16:43:38",sell,10,US30.cash,44784.46000000,44929.96,0.00000000,"2025-01-30 17:23:16",44755.94000000,0,0,228.86000000,28.52,2378
93324869,"2025-01-30 16:00:26",sell,5,US100.cash,21527.35000000,21508.86,21029.48000000,"2025-01-30 17:05:22",21358.35000000,0,0,677.89000000,169.00,3896
93318823,"2025-01-30 15:59:40",sell,5,US30.cash,44812.06000000,44862.06,0.00000000,"2025-01-30 16:39:33",44862.94000000,0,0,-204.04000000,-50.88,2393
93317706,"2025-01-30 15:59:40",sell,5,US30.cash,44812.06000000,44862.06,0.00000000,"2025-01-30 16:33:32",44774.04000000,0,0,152.48000000,38.02,2032
93313129,"2025-01-30 15:59:15",sell,0.52,BTCUSD,105844.07000000,106349.41,0.00000000,"2025-01-30 16:12:10",106354.73000000,0,0,-212.97000000,-510.66,775
93311811,"2025-01-30 16:04:13",sell,10,US100.cash,21447.65000000,21497.65,0.00000000,"2025-01-30 16:05:46",21466.85000000,0,0,-153.97000000,-19.20,93
93305857,"2025-01-30 15:02:52",sell,10,US100.cash,21538.45000000,21577.12,0.00000000,"2025-01-30 15:47:23",21570.55000000,0,0,-257.65000000,-32.10,2671
93305732,"2025-01-30 15:44:58",sell,10,US100.cash,21527.15000000,21560.09,0.00000000,"2025-01-30 15:47:06",21561.45000000,0,0,-275.36000000,-34.30,128
93305148,"2025-01-30 15:42:53",sell,10,US30.cash,44736.06000000,44786.06,0.00000000,"2025-01-30 15:44:59",44786.14000000,0,0,-401.85000000,-50.08,126
93301677,"2025-01-30 14:34:31",sell,10.2,US30.cash,44654.76000000,44724.26,0.00000000,"2025-01-30 15:32:48",44724.64000000,0,0,-571.95000000,-69.88,3497
93292631,"2025-01-30 14:34:13",sell,20,US100.cash,21516.85000000,21556.85,0.00000000,"2025-01-30 14:40:50",21505.45000000,0,0,183.33000000,11.40,397
93290464,"2025-01-30 14:12:31",sell,20,US100.cash,21520.65000000,21549.51,0.00000000,"2025-01-30 14:26:53",21509.75000000,0,0,175.17000000,10.90,862
93290448,"2025-01-30 14:14:14",sell,20,US30.cash,44659.26000000,44683.59,0.00000000,"2025-01-30 14:26:46",44645.94000000,0,0,214.07000000,13.32,752
93290447,"2025-01-30 13:57:15",sell,10,US30.cash,44656.26000000,44703.23,0.00000000,"2025-01-30 14:26:46",44645.94000000,0,0,82.93000000,10.32,1771
93289357,"2025-01-30 10:24:14",sell,3.1,ETHUSD,3206.93000000,3236.93,3186.93000000,"2025-01-30 14:14:34",3237.46000000,0,0,-76.12000000,-30.53,13820
93289194,"2025-01-30 13:57:48",sell,20,US100.cash,21502.75000000,21524.48,21289.22000000,"2025-01-30 14:11:48",21524.55000000,0,0,-350.63000000,-21.80,840
93285926,"2025-01-30 12:43:23",sell,20,US30.cash,44752.76000000,44806.94,44347.17000000,"2025-01-30 13:33:43",44680.94000000,0,0,1155.30000000,71.82,3020
93285900,"2025-01-30 13:31:44",sell,10,US100.cash,21459.95000000,21471.89,0.00000000,"2025-01-30 13:33:08",21472.05000000,0,0,-97.31000000,-12.10,84
93285721,"2025-01-30 13:29:00",sell,40,US100.cash,21460.15000000,21480.15,0.00000000,"2025-01-30 13:29:42",21466.75000000,0,0,-212.33000000,-6.60,42
93285595,"2025-01-30 11:45:10",sell,10,US100.cash,21509.75000000,21590.49,21309.46000000,"2025-01-30 13:27:21",21473.45000000,0,0,292.02000000,36.30,6131
93285581,"2025-01-30 13:17:42",sell,40,US100.cash,21467.95000000,21471.55,21368.65000000,"2025-01-30 13:27:08",21472.05000000,0,0,-131.93000000,-4.10,566
93276273,"2025-01-30 10:21:21",buy,5.1,US100.cash,21556.95000000,21498.56,0.00000000,"2025-01-30 11:17:40",21496.15000000,0,0,-249.19000000,-60.80,3379
93266373,"2025-01-30 00:08:15",sell,5.2,US30.cash,44735.46000000,44874.57,0.00000000,"2025-01-30 09:22:44",44874.64000000,0,0,-581.20000000,-139.18,33269
93266089,"2025-01-30 00:14:41",sell,10,US100.cash,21428.35000000,21581.76,0.00000000,"2025-01-30 09:20:27",21588.05000000,0,0,-1282.35000000,-159.70,32746
93265899,"2025-01-30 00:05:22",sell,10,US100.cash,21419.55000000,21579.94,0.00000000,"2025-01-30 09:19:21",21579.95000000,0,0,-1288.20000000,-160.40,33239
93255899,"2025-01-30 00:16:03",sell,0.52,BTCUSD,103993.97000000,104767.47,0.00000000,"2025-01-30 04:36:41",104794.63000000,0,0,-334.41000000,-800.66,15638
93255599,"2025-01-29 23:07:41",sell,1,BTCUSD,103527.71000000,104697.49,98895.83000000,"2025-01-30 04:06:34",104715.83000000,0,0,-954.36000000,-1188.12,17933
93250654,"2025-01-29 23:44:46",sell,0.52,BTCUSD,103434.77000000,104065.25,100312.10000000,"2025-01-30 00:13:34",104065.83000000,0,0,-263.56000000,-631.06,1728
93250056,"2025-01-29 23:09:06",sell,10,ETHUSD,3125.12000000,3145.12,0.00000000,"2025-01-29 23:22:47",3145.13000000,0,0,-160.70000000,-20.01,821
93249824,"2025-01-29 20:41:49",sell,1.04,BTCUSD,103518.52000000,105378.99,0.00000000,"2025-01-29 22:53:24",103941.16000000,0,0,-353.03000000,-422.64,7895
93249812,"2025-01-29 22:02:27",sell,1,BTCUSD,104001.44000000,104701.44,0.00000000,"2025-01-29 22:52:28",103954.16000000,0,0,37.98000000,47.28,3001
93249678,"2025-01-29 20:25:32",sell,10,US100.cash,21289.05000000,21516.96,21133.54000000,"2025-01-29 22:47:56",21449.56000000,0,0,-1289.29000000,-160.51,8544
93249674,"2025-01-29 20:47:03",sell,10,US100.cash,21422.25000000,21531.28,21224.17000000,"2025-01-29 22:47:44",21442.56000000,0,0,-163.14000000,-20.31,7241
