Ticket,Open,Type,Volume,Symbol,Price,SL,TP,Close,Price,Swap,Commissions,Profit,Pips,"Trade duration in seconds"
93249313,"2025-01-29 20:25:56",sell,10.4,US30.cash,44682.31000000,44902.87,44114.12000000,"2025-01-29 22:37:50",44804.64000000,0,0,-1022.46000000,-122.33,7914
93246914,"2025-01-29 21:23:19",sell,10,US100.cash,21428.65000000,21428.23,0.00000000,"2025-01-29 21:53:50",21368.05000000,0,0,487.05000000,60.60,1831
93244851,"2025-01-29 20:50:02",sell,20,ETHUSD,3130.55000000,3180.55,0.00000000,"2025-01-29 21:27:03",3182.17000000,0,0,-829.14000000,-51.62,2221
93243682,"2025-01-29 20:45:02",sell,10,US100.cash,21423.15000000,21494.88,21161.40000000,"2025-01-29 21:18:14",21361.25000000,0,0,497.54000000,61.90,1992
93242231,"2025-01-29 20:41:30",sell,0.52,BTCUSD,103778.88000000,105286.11,0.00000000,"2025-01-29 21:05:34",103065.33000000,0,0,298.22000000,713.55,1444
93238145,"2025-01-29 20:30:26",buy,5.2,US30.cash,44590.64000000,44538.03,44798.55000000,"2025-01-29 20:41:33",44802.56000000,0,0,885.50000000,211.92,667
93237458,"2025-01-29 19:58:42",sell,1,BTCUSD,102869.77000000,103310.42,96591.53000000,"2025-01-29 20:40:12",103356.09000000,0,0,-390.76000000,-486.32,2490
93237457,"2025-01-29 11:46:42",sell,1.5,BTCUSD,102442.67000000,103222.09,98390.57000000,"2025-01-29 20:40:12",103356.09000000,0,0,-1100.90000000,-913.42,32010
93236893,"2025-01-29 20:27:59",buy,10,US100.cash,21294.85000000,21254,0.00000000,"2025-01-29 20:38:21",21352.05000000,0,0,459.94000000,57.20,622
93235716,"2025-01-29 20:03:34",sell,20,US100.cash,21336.25000000,21392.33,0.00000000,"2025-01-29 20:34:55",21331.55000000,0,0,75.62000000,4.70,1881
93231979,"2025-01-29 20:04:29",sell,5.2,US30.cash,44656.06000000,44766.92,0.00000000,"2025-01-29 20:07:04",44689.64000000,0,0,-140.46000000,-33.58,155
93229409,"2025-01-29 10:00:16",sell,50,US100.cash,21498.19000000,21522.95,21254.36000000,"2025-01-29 19:56:51",21352.25000000,0,0,5863.78000000,145.94,35795
93229347,"2025-01-29 18:34:05",sell,20,US100.cash,21410.05000000,21442.29,21247.11000000,"2025-01-29 19:55:45",21350.75000000,0,0,952.99000000,59.30,4900
93229346,"2025-01-29 19:31:50",sell,10,US100.cash,21384.15000000,21425.45,21256.15000000,"2025-01-29 19:55:43",21351.65000000,0,0,261.15000000,32.50,1433
93228795,"2025-01-29 10:00:32",sell,20,US30.cash,44814.21000000,44890.3,44079.06000000,"2025-01-29 19:43:40",44756.14000000,0,0,933.08000000,58.07,34988
93227149,"2025-01-29 15:45:31",buy,10,US30.cash,44880.34000000,0,45150.10000000,"2025-01-29 19:17:58",44768.16000000,0,0,-901.73000000,-112.18,12747
93226248,"2025-01-29 15:45:31",buy,10,US30.cash,44859.44000000,0,45150.10000000,"2025-01-29 19:07:41",44737.06000000,0,0,-983.77000000,-122.38,12130
93226176,"2025-01-29 16:58:44",sell,10.4,US30.cash,44856.91000000,44755.09,44445.77000000,"2025-01-29 19:07:06",44736.14000000,0,0,1009.64000000,120.77,7702
93224609,"2025-01-29 19:00:11",buy,20,US100.cash,21366.15000000,21329.65,0.00000000,"2025-01-29 19:01:18",21329.05000000,0,0,-596.63000000,-37.10,67
93223751,"2025-01-29 10:00:32",sell,10,US30.cash,44791.96000000,45178.9,44079.06000000,"2025-01-29 18:49:54",44805.04000000,0,0,-105.10000000,-13.08,31762
93140233,"2025-01-28 20:06:07",sell,10,US100.cash,21397.45000000,21440.56,0.00000000,"2025-01-28 20:23:12",21427.05000000,0,0,-238.23000000,-29.60,1025
93140035,"2025-01-28 20:07:14",sell,10,US100.cash,21399.25000000,21424,0.00000000,"2025-01-28 20:19:30",21424.25000000,0,0,-201.20000000,-25.00,736
93139970,"2025-01-28 20:08:22",sell,20,US100.cash,21394.25000000,21417.08,0.00000000,"2025-01-28 20:18:08",21417.05000000,0,0,-367.02000000,-22.80,586
93138974,"2025-01-28 20:00:21",sell,10,US100.cash,21409.65000000,0,0.00000000,"2025-01-28 20:05:28",21398.25000000,0,0,91.72000000,11.40,307
93138973,"2025-01-28 19:50:22",sell,10,US100.cash,21415.15000000,21423.48,0.00000000,"2025-01-28 20:05:28",21398.25000000,0,0,135.98000000,16.90,906
93138962,"2025-01-28 18:09:33",buy,10,US100.cash,21399.75000000,21379.75,0.00000000,"2025-01-28 20:05:15",21399.75000000,0,0,0.00000000,0.00,6942
93138959,"2025-01-28 18:12:21",buy,10,US100.cash,21407.15000000,21388.77,0.00000000,"2025-01-28 20:05:11",21397.85000000,0,0,-74.83000000,-9.30,6770
93138957,"2025-01-28 18:13:41",buy,0.51,BTCUSD,102965.73000000,101965.73,0.00000000,"2025-01-28 20:05:09",102026.57000000,0,0,-385.38000000,-939.16,6688
93138946,"2025-01-28 18:09:24",buy,10,US30.cash,44839.14000000,44802.8,0.00000000,"2025-01-28 20:05:07",44802.36000000,0,0,-295.91000000,-36.78,6943
93138941,"2025-01-28 18:56:58",buy,5.2,US30.cash,44867.14000000,44800.52,0.00000000,"2025-01-28 20:05:05",44804.86000000,0,0,-260.55000000,-62.28,4087
93138939,"2025-01-28 19:30:03",buy,10,US100.cash,21424.55000000,21386.59,0.00000000,"2025-01-28 20:05:02",21397.95000000,0,0,-214.01000000,-26.60,2099
93136964,"2025-01-28 19:28:56",buy,0.52,BTCUSD,102935.03000000,102699.49,0.00000000,"2025-01-28 19:35:30",102696.47000000,0,0,-99.73000000,-238.56,394
93135946,"2025-01-28 19:16:11",buy,20,US100.cash,21449.05000000,21429.05,21519.05000000,"2025-01-28 19:19:58",21451.95000000,0,0,46.66000000,2.90,227
93134756,"2025-01-28 18:22:24",buy,10,US100.cash,21431.15000000,21389.67,0.00000000,"2025-01-28 19:06:11",21429.15000000,0,0,-16.09000000,-2.00,2627
93133153,"2025-01-28 18:14:27",buy,5.1,ETHUSD,3180.80000000,3160.8,0.00000000,"2025-01-28 18:40:44",3159.83000000,0,0,-86.00000000,-20.97,1577
93132999,"2025-01-28 18:25:38",buy,5.2,US30.cash,44831.74000000,44810.23,0.00000000,"2025-01-28 18:38:16",44809.46000000,0,0,-93.19000000,-22.28,758
93132191,"2025-01-28 18:21:26",buy,5.2,US30.cash,44846.24000000,44820.63,0.00000000,"2025-01-28 18:23:52",44821.36000000,0,0,-104.07000000,-24.88,146
93131883,"2025-01-28 18:18:04",buy,5.2,US30.cash,44853.24000000,44826.57,0.00000000,"2025-01-28 18:20:09",44826.36000000,0,0,-112.47000000,-26.88,125
93131179,"2025-01-28 16:17:23",sell,0.42,BTCUSD,103178.67000000,104017.28,99525.15000000,"2025-01-28 18:10:28",102915.63000000,0,0,88.85000000,263.04,6785
93131094,"2025-01-28 16:20:37",sell,5.2,US100.cash,21268.45192000,21419.99,20996.04000000,"2025-01-28 18:09:41",21401.15000000,0,0,-554.99000000,-132.70,6544
93131086,"2025-01-28 17:57:15",sell,10,US100.cash,21334.05000000,21402.53,0.00000000,"2025-01-28 18:09:39",21399.65000000,0,0,-527.62000000,-65.60,744
93131009,"2025-01-28 16:22:59",sell,6.1,US100.cash,21279.85820000,21397.45,20876.05000000,"2025-01-28 18:09:17",21398.65000000,0,0,-582.84000000,-118.79,6378
93130951,"2025-01-28 17:53:13",sell,10,US100.cash,21304.85000000,21390.4,0.00000000,"2025-01-28 18:09:05",21390.85000000,0,0,-691.72000000,-86.00,952
93130731,"2025-01-28 18:06:06",buy,10,US100.cash,21385.85000000,0,0.00000000,"2025-01-28 18:06:56",21375.85000000,0,0,-80.45000000,-10.00,50
93130666,"2025-01-28 17:51:56",sell,0.21,BTCUSD,102184.07000000,102684.07,0.00000000,"2025-01-28 18:06:06",102690.03000000,0,0,-85.47000000,-505.96,850
93130516,"2025-01-28 17:52:40",sell,5.1,ETHUSD,3142.09000000,3162.09,0.00000000,"2025-01-28 18:05:07",3162.13000000,0,0,-82.22000000,-20.04,747
93129405,"2025-01-28 17:52:09",sell,5.1,US30.cash,44734.26000000,44784.26,0.00000000,"2025-01-28 17:53:50",44786.34000000,0,0,-213.77000000,-52.08,101
93129282,"2025-01-28 17:51:28",sell,10,US100.cash,21285.25000000,21305.25,0.00000000,"2025-01-28 17:53:03",21305.45000000,0,0,-162.54000000,-20.20,95
93128304,"2025-01-28 17:42:30",sell,10,US100.cash,21263.25000000,21303.25,21163.25000000,"2025-01-28 17:46:29",21303.45000000,0,0,-323.36000000,-40.20,239
93124272,"2025-01-28 16:47:40",buy,2.1,US30.cash,44917.84000000,44834.74,45333.08000000,"2025-01-28 17:15:27",44944.26000000,0,0,44.60000000,26.42,1667
93121498,"2025-01-28 16:49:45",buy,5.1,US30.cash,44940.34000000,44856.98,45186.05000000,"2025-01-28 16:56:33",44939.46000000,0,0,-3.61000000,-0.88,408
93120669,"2025-01-28 16:29:55",sell,2.2,US30.cash,44848.90545000,44949.55,44091.80000000,"2025-01-28 16:51:19",44949.84000000,0,0,-178.52000000,-100.93,1284
93119963,"2025-01-28 16:29:55",sell,2,US30.cash,44860.36000000,44949.55,44091.80000000,"2025-01-28 16:46:21",44896.34000000,0,0,-57.85000000,-35.98,986
93116843,"2025-01-28 16:05:57",sell,4.1,US30.cash,44784.87220000,44875.36,44375.36000000,"2025-01-28 16:28:24",44877.34000000,0,0,-304.83000000,-92.47,1347
93077921,"2025-01-28 00:21:53",sell,3,US100.cash,21151.65000000,21278.74,20725.14000000,"2025-01-28 11:03:58",21278.85000000,0,0,-306.56000000,-127.20,38525
93072740,"2025-01-28 00:22:55",sell,2.1,US30.cash,44635.26000000,44753.35,44108.62000000,"2025-01-28 10:04:14",44753.54000000,0,0,-199.75000000,-118.28,34879
93045589,"2025-01-27 18:24:58",buy,5.1,US100.cash,21033.35000000,21103.21,21550.21000000,"2025-01-27 22:25:44",21186.74000000,0,0,625.87000000,153.39,14446
93045448,"2025-01-27 17:46:21",buy,0.5,BTCUSD,99302.23800000,101135.06,0.00000000,"2025-01-27 22:22:19",101929.74000000,0,0,1051.20000000,2627.50,16558
93044346,"2025-01-27 17:46:21",buy,0.5,BTCUSD,99871.83000000,97291.61,0.00000000,"2025-01-27 21:59:24",101452.27000000,0,0,632.70000000,1580.44,15183
93044272,"2025-01-27 17:46:21",buy,0.5,BTCUSD,99901.23000000,97291.61,0.00000000,"2025-01-27 21:58:17",101636.87000000,0,0,694.79000000,1735.64,15116
93043982,"2025-01-27 16:28:44",buy,3,US30.cash,44402.74000000,44320.35,44845.82000000,"2025-01-27 21:53:49",44592.56000000,0,0,455.98000000,189.82,19505
93039575,"2025-01-27 16:28:44",buy,2,US30.cash,44402.74000000,44320.35,44845.82000000,"2025-01-27 20:36:47",44707.86000000,0,0,488.81000000,305.12,14883
93039409,"2025-01-27 18:24:58",buy,5.1,US100.cash,21054.55000000,20954.55,0.00000000,"2025-01-27 20:33:19",21101.35000000,0,0,191.17000000,46.80,7701
93039377,"2025-01-27 16:28:44",buy,5,US30.cash,44402.74000000,44320.35,44845.82000000,"2025-01-27 20:32:57",44690.86000000,0,0,1153.91000000,288.12,14653
93037479,"2025-01-27 16:28:44",buy,3.1,US30.cash,44406.48194000,44320.35,44845.82000000,"2025-01-27 20:05:46",44575.26000000,0,0,419.34000000,168.78,13022
93031200,"2025-01-27 16:28:44",buy,7.3,US30.cash,44391.20164000,44320.35,44845.82000000,"2025-01-27 18:38:53",44553.76000000,0,0,951.43000000,162.56,7809
93025571,"2025-01-27 17:47:26",buy,15.1,US100.cash,21138.15000000,21098.15,0.00000000,"2025-01-27 17:53:16",21094.05000000,0,0,-533.77000000,-44.10,350
93023734,"2025-01-27 16:28:44",buy,8,US30.cash,44389.79000000,44239.18,0.00000000,"2025-01-27 17:42:37",44354.96000000,0,0,-223.37000000,-34.83,4433
93023149,"2025-01-27 17:10:22",buy,0.51,BTCUSD,100990.93000000,99990.93,0.00000000,"2025-01-27 17:38:17",99984.81000000,0,0,-411.19000000,-1006.12,1675
93016296,"2025-01-27 16:30:56",buy,10,US100.cash,21244.95000000,21163.17,0.00000000,"2025-01-27 16:45:39",21252.55000000,0,0,60.92000000,7.60,883
93013446,"2025-01-27 16:01:49",sell,10.2,US100.cash,21165.60000000,21227.42,0.00000000,"2025-01-27 16:29:07",21230.15000000,0,0,-527.47000000,-64.55,1638
93012988,"2025-01-27 16:24:42",buy,3.1,US30.cash,44376.94000000,44336.94,0.00000000,"2025-01-27 16:26:57",44336.86000000,0,0,-99.53000000,-40.08,135
93011299,"2025-01-27 09:27:16",buy,5.1,ETHUSD,3070.65000000,3020.65,0.00000000,"2025-01-27 16:18:02",3115.42000000,0,0,182.89000000,44.77,24646
93009129,"2025-01-27 15:43:57",buy,10.4,US30.cash,44315.04000000,44234.04,44516.56000000,"2025-01-27 16:06:28",44294.86000000,0,0,-168.11000000,-20.18,1351
93008150,"2025-01-27 15:39:07",buy,1.1,BTCUSD,101065.93000000,100428.26,104650.05000000,"2025-01-27 16:03:26",101577.17000000,0,0,450.30000000,511.24,1459
93007580,"2025-01-27 15:47:22",buy,5.1,US100.cash,21178.05000000,21128.05,0.00000000,"2025-01-27 16:01:27",21171.65000000,0,0,-26.12000000,-6.40,845
93006132,"2025-01-27 15:24:14",buy,1.22,BTCUSD,101200.86279000,101700.86,103269.60000000,"2025-01-27 15:56:14",101792.97000000,0,0,577.98000000,592.11,1920
93003301,"2025-01-27 15:36:32",buy,10.1,US100.cash,21124.45000000,21053.62,0.00000000,"2025-01-27 15:46:16",21137.25000000,0,0,103.40000000,12.80,584
92999744,"2025-01-27 15:32:52",buy,1.1,BTCUSD,101241.63000000,100741.63,0.00000000,"2025-01-27 15:34:57",100725.37000000,0,0,-454.04000000,-516.26,125
92999196,"2025-01-27 15:32:02",buy,10.1,US100.cash,21121.75000000,21101.75,0.00000000,"2025-01-27 15:33:01",21101.15000000,0,0,-166.35000000,-20.60,59
92994758,"2025-01-27 15:02:07",buy,0.32,BTCUSD,100504.03000000,100251.07,0.00000000,"2025-01-27 15:06:18",100250.90000000,0,0,-64.79000000,-253.13,251
92993328,"2025-01-27 14:33:28",buy,0.32,BTCUSD,101076.40000000,100095.83,0.00000000,"2025-01-27 14:53:20",100088.49000000,0,0,-252.70000000,-987.91,1192
92991931,"2025-01-27 13:01:00",buy,10.1,US100.cash,20913.25000000,20843.96,21459.90000000,"2025-01-27 14:43:10",20994.45000000,0,0,655.51000000,81.20,6130
92991744,"2025-01-27 09:12:52",buy,0.82,BTCUSD,99895.77024000,99230.75,104553.24000000,"2025-01-27 14:42:35",100717.87000000,0,0,538.95000000,822.10,19783
92989315,"2025-01-27 12:04:58",buy,10.1,US100.cash,20785.45000000,20706.62,21532.47000000,"2025-01-27 14:24:16",21003.15000000,0,0,1758.27000000,217.70,8358
92989282,"2025-01-27 13:39:30",buy,1,BTCUSD,99650.64600000,99041.07,103129.32000000,"2025-01-27 14:23:52",101040.77000000,0,0,1111.57000000,1390.12,2662
92987906,"2025-01-27 12:00:09",buy,10.1,US100.cash,20755.45000000,20715.45,21412.35000000,"2025-01-27 14:14:23",21014.95000000,0,0,2095.07000000,259.50,8054
92987847,"2025-01-27 09:12:52",buy,0.2,BTCUSD,99039.53000000,99230.75,104553.24000000,"2025-01-27 14:13:41",101219.87000000,0,0,348.55000000,2180.34,18049
92987809,"2025-01-27 13:39:30",buy,0.28,BTCUSD,99363.83000000,99041.07,103129.32000000,"2025-01-27 14:13:30",101268.07000000,0,0,426.17000000,1904.24,2040
92987780,"2025-01-27 12:04:32",buy,1.1,BTCUSD,98779.33000000,98609.87,104974.29000000,"2025-01-27 14:13:17",101167.47000000,0,0,2099.51000000,2388.14,7725
92968843,"2025-01-27 11:06:44",buy,10.1,US100.cash,21005.45000000,20966.79,0.00000000,"2025-01-27 11:15:58",20965.05000000,0,0,-326.62000000,-40.40,554
92967042,"2025-01-27 09:25:30",buy,5.1,US100.cash,21102.25000000,21002.25,0.00000000,"2025-01-27 11:02:59",21002.15000000,0,0,-408.70000000,-100.10,5849
92963351,"2025-01-27 10:25:12",buy,10.1,US100.cash,21103.45000000,21063.45,0.00000000,"2025-01-27 10:30:11",21063.45000000,0,0,-324.08000000,-40.00,299
92956298,"2025-01-27 09:26:17",buy,0.51,BTCUSD,99294.93000000,98794.93,0.00000000,"2025-01-27 09:34:49",98789.43000000,0,0,-207.10000000,-505.50,512
92953992,"2025-01-27 09:12:34",buy,5.1,US100.cash,21133.65000000,21083.65,21533.65000000,"2025-01-27 09:16:40",21082.55000000,0,0,-209.41000000,-51.10,246
92947315,"2025-01-27 06:28:49",buy,3.1,US100.cash,21319.95000000,21219.95,21598.74000000,"2025-01-27 08:15:12",21219.15000000,0,0,-251.06000000,-100.80,6383
92945671,"2025-01-27 06:41:26",buy,0.51,BTCUSD,100019.43000000,98752.63,0.00000000,"2025-01-27 07:46:41",98751.17000000,0,0,-519.42000000,-1268.26,3915
92945130,"2025-01-27 02:54:56",buy,2.1,US100.cash,21393.05000000,21238.91,21559.46000000,"2025-01-27 07:37:50",21239.65000000,0,0,-258.58000000,-153.40,16974
92945031,"2025-01-27 02:14:06",buy,0.31,BTCUSD,101278.33000000,99278.33,104989.83000000,"2025-01-27 07:37:32",99321.37000000,0,0,-486.99000000,-1956.96,19406
92944096,"2025-01-27 06:13:59",buy,3.2,ETHUSD,3149.44000000,3099.44,0.00000000,"2025-01-27 07:20:32",3099.31000000,0,0,-128.77000000,-50.13,3993
92933216,"2025-01-27 01:12:54",sell,0.21,BTCUSD,103030.97000000,104030.97,101530.97000000,"2025-01-27 02:07:44",101530.81000000,0,0,252.79000000,1500.16,3290
92932864,"2025-01-27 00:48:29",buy,5.1,US100.cash,21532.25000000,21432.25,21732.25000000,"2025-01-27 02:00:57",21430.45000000,0,0,-416.76000000,-101.80,4348
92913653,"2025-01-24 09:39:22",sell,5.1,ETHUSD,3371.18647000,3455,3282.45000000,"2025-01-24 21:35:26",3333.66000000,0,0,153.35000000,37.53,42964
92913654,"2025-01-24 19:17:46",sell,0.4,BTCUSD,106868.47000000,107091.59,103043.65000000,"2025-01-24 21:35:26",104960.33000000,0,0,611.57000000,1908.14,8260
92913068,"2025-01-24 21:02:50",buy,5.1,US100.cash,21743.25000000,21703.25,21843.25000000,"2025-01-24 21:21:41",21733.75000000,0,0,-38.81000000,-9.50,1131
92911920,"2025-01-24 18:55:24",sell,5,US100.cash,21814.35000000,21756.7,21559.91000000,"2025-01-24 20:51:33",21751.05000000,0,0,253.55000000,63.30,6969
92909320,"2025-01-24 18:55:24",sell,5,US100.cash,21814.35000000,21844.39,21559.91000000,"2025-01-24 20:00:57",21741.65000000,0,0,291.22000000,72.70,3933
92904498,"2025-01-24 15:52:15",sell,0.41,BTCUSD,105728.75537000,106883.7,0.00000000,"2025-01-24 19:04:23",106895.83000000,0,0,-383.24000000,-1167.07,11528
92903318,"2025-01-24 15:44:15",buy,10,US100.cash,21892.99000000,21812.15,22113.20000000,"2025-01-24 18:54:10",21812.65000000,0,0,-643.14000000,-80.34,11395
92899959,"2025-01-24 09:39:22",sell,3.1,ETHUSD,3405.00000000,3455,3282.45000000,"2025-01-24 18:13:36",3384.17000000,0,0,51.67000000,20.83,30854
92893428,"2025-01-24 16:59:24",sell,5.1,US30.cash,44437.86000000,44497.86,0.00000000,"2025-01-24 17:13:31",44498.04000000,0,0,-245.75000000,-60.18,847
92888100,"2025-01-24 15:45:42",buy,5,US100.cash,21914.89000000,21843.33,0.00000000,"2025-01-24 16:39:16",21842.35000000,0,0,-291.00000000,-72.54,3214
92882357,"2025-01-24 13:05:50",sell,4.1,US30.cash,44449.17707000,44580.92,44254.76000000,"2025-01-24 16:09:20",44439.74000000,0,0,31.05000000,9.44,11010
92876266,"2025-01-24 09:40:05",sell,0.31,BTCUSD,105143.88290000,106307.27,103056.60000000,"2025-01-24 15:45:00",106316.03000000,0,0,-291.78000000,-1172.15,21895
92834326,"2025-01-24 06:11:29",sell,3.1,ETHUSD,3361.23000000,3419.12,0.00000000,"2025-01-24 07:00:52",3419.52000000,0,0,-145.74000000,-58.29,2963
92819570,"2025-01-23 21:31:32",buy,8.2,US100.cash,21825.15000000,21805.15,21897.23000000,"2025-01-23 21:59:59",21897.55000000,0,0,480.55000000,72.40,1707
92815149,"2025-01-23 19:15:07",buy,5.2,US100.cash,21811.85000000,21751.53,21936.15000000,"2025-01-23 21:05:27",21805.05000000,0,0,-28.61000000,-6.80,6620
92815128,"2025-01-23 20:17:12",buy,5,US100.cash,21781.15000000,21766.61,0.00000000,"2025-01-23 21:05:04",21803.85000000,0,0,91.84000000,22.70,2872
92812440,"2025-01-23 19:32:23",buy,5.2,US100.cash,21824.16538000,21782.94,22016.55000000,"2025-01-23 20:12:56",21782.75000000,0,0,-174.25000000,-41.42,2433
92812333,"2025-01-23 19:18:41",sell,3.1,US30.cash,44524.26000000,44624.26,44324.26000000,"2025-01-23 20:10:34",44481.14000000,0,0,108.17000000,43.12,3113
92801070,"2025-01-23 17:22:47",buy,3,US30.cash,44382.64000000,44343.22,44527.86000000,"2025-01-23 17:51:35",44411.76000000,0,0,70.78000000,29.12,1728
92800300,"2025-01-23 17:32:56",buy,5,US30.cash,44390.64000000,44363.36,44476.01000000,"2025-01-23 17:46:53",44414.16000000,0,0,95.18000000,23.52,837
92798353,"2025-01-23 16:33:12",buy,5,ETHUSD,3243.64000000,3203.64,3443.64000000,"2025-01-23 17:37:07",3266.19000000,0,0,91.31000000,22.55,3835
92794419,"2025-01-23 16:20:49",buy,0.4,BTCUSD,105215.10500000,104547.2,107633.20000000,"2025-01-23 17:16:31",106634.07000000,0,0,460.49000000,1418.97,3342
92791561,"2025-01-23 15:44:44",buy,3.1,US30.cash,44275.54000000,44212.79,44913.92000000,"2025-01-23 17:08:02",44335.76000000,0,0,151.49000000,60.22,4998
92791526,"2025-01-23 16:36:15",buy,3.1,US100.cash,21781.55000000,21747.4,0.00000000,"2025-01-23 17:07:51",21784.55000000,0,0,7.55000000,3.00,1896
92790154,"2025-01-23 15:44:44",buy,2,US30.cash,44275.54000000,44212.79,44913.92000000,"2025-01-23 16:58:01",44316.26000000,0,0,66.10000000,40.72,4397
92788471,"2025-01-23 16:20:49",buy,0.3,BTCUSD,103879.43000000,102530.82,108879.43000000,"2025-01-23 16:45:55",105155.17000000,0,0,310.55000000,1275.74,1506
92788386,"2025-01-23 16:36:15",buy,6.9,US100.cash,21781.55000000,21747.4,0.00000000,"2025-01-23 16:45:26",21779.95000000,0,0,-8.96000000,-1.60,551
92788300,"2025-01-23 15:44:44",buy,7.3,US30.cash,44251.97151000,44187.23,44688.98000000,"2025-01-23 16:45:08",44292.76000000,0,0,241.65000000,40.79,3624
92785289,"2025-01-23 16:15:31",buy,10,US100.cash,21760.25000000,21716.48,22055.80000000,"2025-01-23 16:26:40",21741.65000000,0,0,-151.01000000,-18.60,669
92783966,"2025-01-23 16:14:37",buy,0.4,BTCUSD,103426.73000000,101032.28,0.00000000,"2025-01-23 16:20:31",102879.19000000,0,0,-177.79000000,-547.54,354
92781910,"2025-01-23 15:48:59",buy,5,ETHUSD,3287.07000000,3240.9,0.00000000,"2025-01-23 16:08:04",3239.84000000,0,0,-191.68000000,-47.23,1145
92781842,"2025-01-23 14:43:16",buy,7.1,ETHUSD,3235.61099000,3192.18,0.00000000,"2025-01-23 16:08:00",3248.28000000,0,0,73.01000000,12.67,5084
92781556,"2025-01-23 15:48:59",buy,15,ETHUSD,3287.07000000,3240.9,0.00000000,"2025-01-23 16:07:06",3274.86000000,0,0,-148.67000000,-12.21,1087
92781540,"2025-01-23 15:58:39",buy,0.4,BTCUSD,104857.13000000,103540.88,0.00000000,"2025-01-23 16:07:00",105275.97000000,0,0,136.00000000,418.84,501
92780074,"2025-01-23 15:57:03",buy,10,US100.cash,21738.85000000,21696.41,0.00000000,"2025-01-23 16:01:14",21744.85000000,0,0,48.67000000,6.00,251
92778067,"2025-01-23 15:45:39",buy,0.5,BTCUSD,105188.03000000,104688.03,107188.03000000,"2025-01-23 15:51:20",105457.47000000,0,0,109.26000000,269.44,341
92777909,"2025-01-23 14:43:39",buy,0.41,BTCUSD,102267.44463000,101909.21,108767.67000000,"2025-01-23 15:50:57",105693.60000000,0,0,1139.52000000,3426.16,4038
92777544,"2025-01-23 15:44:25",buy,8.2,US100.cash,21763.75000000,21723.75,0.00000000,"2025-01-23 15:49:10",21766.25000000,0,0,16.63000000,2.50,285
92775854,"2025-01-23 14:43:39",buy,0.2,BTCUSD,102111.03000000,101909.21,108767.67000000,"2025-01-23 15:42:05",104673.57000000,0,0,416.03000000,2562.54,3506
